holiday,temp,rain,snow,weather,year,month,day,hour,minute,second,actual,predicted
7.0,291.44,0.0,0.0,5.0,2018,6,19,15,0,0,5852,3693.0473356036746
7.0,282.18,0.0,0.0,1.0,2016,9,27,23,0,0,952,4364.597051473913
7.0,266.68,0.0,0.0,5.0,2017,12,17,4,0,0,320,2176.0560528371097
7.0,271.23,0.0,0.0,0.0,2016,3,25,0,0,0,820,2075.100195615618
7.0,285.65,0.0,0.0,5.0,2013,6,6,2,0,0,281,2413.4686517317314
7.0,282.65,0.25,0.0,1.0,2014,5,11,4,0,0,265,2623.2340859371216
7.0,290.54,0.0,0.0,0.0,2015,6,26,1,0,0,495,2417.3765851597345
7.0,267.74,0.0,0.0,1.0,2014,4,15,3,0,0,355,2319.7637965816357
7.0,273.94,0.0,0.0,1.0,2017,12,11,15,0,0,5501,3420.5093375823817
7.0,277.08,0.0,0.0,0.0,2018,3,12,17,0,0,6001,3808.0715118921435
7.0,299.68,0.0,0.0,4.0,2017,6,14,0,0,0,704,2382.599477086478
7.0,250.43,0.0,0.0,0.0,2018,1,2,5,0,0,2544,2290.947510346188
7.0,298.46,0.0,0.0,1.0,2013,8,1,15,0,0,6119,3900.8687719199006
7.0,283.46,0.0,0.0,0.0,2016,3,12,23,0,0,2421,4510.118117680711
7.0,289.57,0.0,0.0,1.0,2018,5,5,9,0,0,3848,3170.6520988518605
7.0,291.42,0.0,0.0,1.0,2018,7,10,3,0,0,364,2575.2689640485405
7.0,294.02,0.0,0.0,1.0,2018,6,25,0,0,0,652,2321.2855293368993
7.0,271.02,0.0,0.0,5.0,2017,3,1,5,0,0,2278,2498.190553792141
7.0,284.18,0.0,0.0,0.0,2016,6,7,7,0,0,6435,2917.315285403907
7.0,273.2,0.0,0.0,8.0,2013,4,23,23,0,0,1179,4249.367572671832
7.0,266.42,0.0,0.0,8.0,2016,12,7,14,0,0,5318,3125.0009483295908
7.0,293.89,0.0,0.0,1.0,2014,6,5,20,0,0,3148,4337.830154588282
7.0,274.08,0.0,0.0,5.0,2018,3,26,22,0,0,1413,4162.992697660706
7.0,294.39,0.0,0.0,1.0,2013,7,31,17,0,0,6304,4021.508642050685
7.0,271.61,0.0,0.0,1.0,2018,2,25,16,0,0,4262,3618.398035818849
7.0,294.79,0.0,0.0,2.0,2018,5,30,15,0,0,6062,3791.3222447314256
7.0,279.04,0.0,0.0,0.0,2014,4,8,0,0,0,502,2214.4327788380033
7.0,292.59,0.0,0.0,0.0,2017,5,26,22,0,0,3138,4487.531578856066
7.0,291.75,0.0,0.0,1.0,2015,9,22,1,0,0,309,2376.094323272817
7.0,299.98,0.0,0.0,10.0,2015,9,16,18,0,0,4871,4026.482657209308
7.0,263.94,0.0,0.0,5.0,2018,1,14,21,0,0,2264,3961.859899508654
7.0,275.08,0.0,0.0,5.0,2018,3,11,19,0,0,2939,3900.5534625472355
7.0,247.29,0.0,0.0,0.0,2016,12,18,2,0,0,472,1782.8881569659752
7.0,274.48,0.0,0.0,5.0,2017,12,11,12,0,0,4452,3076.3611285469706
7.0,295.67,0.0,0.0,0.0,2018,9,8,18,0,0,3745,4084.9086114526
7.0,269.5,0.0,0.0,1.0,2018,3,7,13,0,0,5093,3297.541220928586
7.0,288.6,1.01,0.0,4.0,2018,9,18,10,0,0,4527,3131.7793389190847
7.0,276.83,0.0,0.0,5.0,2017,4,2,3,0,0,459,2370.9444057142173
7.0,270.81,0.0,0.0,0.0,2017,2,13,2,0,0,324,2280.6084509430984
7.0,274.15,0.0,0.0,3.0,2018,3,27,1,0,0,313,2144.8772445310133
7.0,298.69,0.0,0.0,1.0,2018,8,23,15,0,0,5848,3822.1899802301377
7.0,286.27,0.0,0.0,1.0,2016,5,2,21,0,0,2748,4319.455558099518
7.0,294.49,3.05,0.0,4.0,2018,9,12,10,0,0,4499,3224.30700904267
7.0,288.5,0.0,0.0,1.0,2017,9,19,4,0,0,876,2600.5323138641943
7.0,285.47,0.0,0.0,1.0,2014,4,22,13,0,0,5156,3546.7655291708143
7.0,271.45,0.0,0.0,8.0,2013,4,13,3,0,0,351,2283.796639343691
7.0,266.08,0.0,0.0,8.0,2016,12,27,1,0,0,360,1831.6515396262694
7.0,259.71,0.0,0.0,0.0,2017,3,14,1,0,0,351,2003.7925122800334
7.0,277.15,0.0,0.0,4.0,2018,3,4,19,0,0,2945,3952.904956256647
7.0,297.02,0.0,0.0,1.0,2018,5,6,16,0,0,4181,3961.0936049364864
7.0,261.27,0.0,0.0,1.0,2018,2,7,12,0,0,4697,3095.843519790302
7.0,297.61,0.0,0.0,0.0,2013,7,11,13,0,0,5423,3714.029531758031
7.0,276.69,0.0,0.0,3.0,2017,3,23,18,0,0,4531,3855.7687808684786
7.0,273.31,0.0,0.0,1.0,2018,3,22,7,0,0,6833,2752.6137340248642
7.0,294.33,0.0,0.0,0.0,2015,7,20,7,0,0,5210,3047.980375073257
7.0,276.75,0.0,0.0,2.0,2017,10,29,21,0,0,2077,4045.346668538983
7.0,289.35,0.0,0.0,5.0,2018,6,6,7,0,0,6083,2895.8077811273324
7.0,282.68,0.0,0.0,0.0,2017,12,1,15,0,0,6284,3573.421652843117
7.0,283.63,0.0,0.0,0.0,2016,4,29,21,0,0,872,4283.929042711534
7.0,264.51,0.0,0.0,0.0,2017,2,7,21,0,0,2264,4047.569411960194
7.0,288.765,0.0,0.0,1.0,2018,5,2,14,0,0,5179,3649.572507195371
7.0,292.97,1.09,0.0,5.0,2015,7,24,7,0,0,5700,2949.7555975351534
7.0,286.29,0.0,0.0,0.0,2017,10,23,11,0,0,4652,3245.5212508797886
7.0,272.09,0.0,0.0,5.0,2017,1,17,10,0,0,4263,3017.025308584376
7.0,295.14,0.0,0.0,0.0,2013,7,16,8,0,0,6200,3185.1887963520167
7.0,288.68,0.0,0.0,1.0,2016,11,16,14,0,0,4590,3561.141198460835
7.0,269.95,0.0,0.0,0.0,2017,1,1,1,0,0,1806,2198.9991621605877
7.0,293.75,0.0,0.0,1.0,2016,9,20,20,0,0,2755,4248.339059328337
7.0,273.09,0.0,0.0,1.0,2018,4,10,0,0,0,530,2063.1072432169567
7.0,285.8,0.0,0.0,4.0,2012,10,25,15,0,0,5888,3626.180693216047
7.0,279.9,0.0,0.0,5.0,2013,4,9,15,0,0,5849,3626.215981319241
7.0,274.24,0.0,0.0,1.0,2013,3,11,7,0,0,6607,2836.8764709868337
7.0,273.68,0.0,0.0,5.0,2018,3,11,11,0,0,3810,3099.963772844443
7.0,268.94,0.0,0.0,1.0,2017,11,22,13,0,0,5650,3157.1254796071407
7.0,265.29,0.0,0.0,8.0,2017,1,9,6,0,0,5614,2491.247678102467
7.0,292.46,0.0,0.0,1.0,2016,7,8,8,0,0,4956,3103.838149680032
7.0,289.58,0.0,0.0,5.0,2017,8,14,6,0,0,5655,2773.09844752989
7.0,285.62,0.0,0.0,5.0,2017,10,12,7,0,0,5765,2782.6696923293093
7.0,274.29,0.0,0.0,1.0,2017,4,27,23,0,0,1671,4317.820366481505
7.0,283.97,0.0,0.0,1.0,2016,7,1,5,0,0,2532,2694.4663942293664
7.0,291.18,0.0,0.0,1.0,2015,7,17,5,0,0,2735,2795.1473554005534
7.0,290.75,0.0,0.0,4.0,2018,6,19,11,0,0,4346,3307.770783884298
7.0,285.74,0.0,0.0,0.0,2017,10,17,11,0,0,4889,3243.6842612652
7.0,296.11,0.0,0.0,1.0,2013,7,3,10,0,0,4713,3392.955706313962
7.0,276.08,0.0,0.0,0.0,2018,4,5,16,0,0,6642,3687.101323656818
7.0,270.65,0.0,0.0,0.0,2017,3,21,21,0,0,2613,4106.746135730231
7.0,260.01,0.0,0.0,8.0,2016,12,16,8,0,0,4718,2436.9398570974117
7.0,263.8,0.0,0.0,0.0,2018,1,29,16,0,0,6285,3531.0931048418497
7.0,271.58,0.0,0.0,0.0,2013,3,28,23,0,0,1273,4355.581976689871
7.0,286.94,0.0,0.0,4.0,2018,5,9,4,0,0,885,2595.8901980974006
7.0,268.62,0.0,0.0,1.0,2013,3,3,21,0,0,3714,4128.256816517405
7.0,250.14,0.0,0.0,0.0,2014,2,27,3,0,0,383,2097.2172723126423
7.0,272.41,0.0,0.0,8.0,2012,12,10,12,0,0,3866,3061.8392350029826
7.0,291.01,0.0,0.0,1.0,2018,6,3,15,0,0,4554,3762.7850155915876
7.0,284.32,1.98,0.0,4.0,2014,5,19,16,0,0,6215,3765.1771222719362
7.0,285.15,0.0,0.0,2.0,2015,11,17,20,0,0,2578,4090.6173333602856
7.0,289.02,0.0,0.0,2.0,2017,8,26,5,0,0,858,2699.616638242016
7.0,274.98,0.0,0.0,0.0,2013,4,18,1,0,0,321,2254.154327449476
7.0,249.65,0.0,0.0,1.0,2016,1,18,8,0,0,3497,2564.41908765462
7.0,284.14,0.0,0.0,4.0,2016,4,25,5,0,0,2776,2675.7592165591013
7.0,291.19,0.0,0.0,0.0,2015,10,20,14,0,0,5156,3636.492168449462
7.0,277.41,0.0,0.0,1.0,2012,11,4,19,0,0,2837,3943.8941914745265
7.0,292.24,0.0,0.0,4.0,2013,5,31,7,0,0,6653,3002.459230716253
7.0,285.18,0.0,0.0,0.0,2016,9,15,0,0,0,546,2192.8211913905325
7.0,285.05,0.0,0.0,0.0,2018,9,27,8,0,0,5946,2934.9325238511046
7.0,263.28,0.0,0.0,0.0,2014,2,14,17,0,0,6160,3667.882247191563
7.0,284.16,0.0,0.0,0.0,2013,9,15,22,0,0,1598,4358.867862045805
7.0,287.92,0.0,0.0,0.0,2018,9,8,9,0,0,3588,3094.0170206860603
7.0,295.73,0.0,0.0,4.0,2014,7,11,2,0,0,434,2542.5259613033195
7.0,286.252,0.0,0.0,0.0,2016,10,16,8,0,0,1761,2971.510455724074
7.0,281.47,0.0,0.0,0.0,2016,5,19,1,0,0,392,2296.2927669869096
7.0,271.03,0.0,0.0,0.0,2014,3,13,9,0,0,5068,2985.949780905925
7.0,276.793,0.0,0.0,1.0,2014,1,17,10,0,0,4226,3180.818295991692
7.0,273.79,0.0,0.0,8.0,2017,10,30,19,0,0,2970,3716.7960082856334
7.0,294.43,2.62,0.0,4.0,2018,9,4,9,0,0,5242,3134.1239835767956
7.0,294.03,0.0,0.0,1.0,2016,5,3,14,0,0,5389,3749.1938204007747
7.0,271.93,0.25,0.0,4.0,2014,3,24,15,0,0,5515,3513.3781613689353
7.0,278.25,0.0,0.0,0.0,2016,5,5,2,0,0,323,2361.2248070096903
7.0,282.65,0.0,0.0,0.0,2017,10,25,12,0,0,4921,3287.7842346221187
7.0,266.69,0.0,0.0,1.0,2012,12,17,22,0,0,1385,4050.2982461894826
7.0,293.98,15.41,0.0,4.0,2015,7,6,6,0,0,4487,2902.3231797712615
7.0,299.57,0.0,0.0,1.0,2015,8,4,16,0,0,6269,3987.7816365470935
7.0,294.35,0.0,0.0,2.0,2018,6,26,16,0,0,6765,3870.4682033096033
7.0,247.29,0.0,0.0,0.0,2017,12,30,8,0,0,1681,2343.727338309338
7.0,259.35,0.0,0.0,0.0,2017,1,11,17,0,0,5563,3594.0471677607493
7.0,294.81,0.0,0.0,1.0,2013,8,20,10,0,0,4670,3340.3204820249484
7.0,292.535,0.0,0.0,1.0,2016,10,15,18,0,0,3842,4024.6441760026937
7.0,279.21,0.0,0.0,1.0,2014,4,11,7,0,0,6654,2881.561313561411
7.0,294.01,0.0,0.0,5.0,2015,8,9,8,0,0,1713,3061.7516671406884
7.0,291.69,0.38,0.0,2.0,2015,9,23,22,0,0,1561,4407.210797506257
7.0,278.22,0.0,0.0,5.0,2013,3,31,11,0,0,3610,3204.944396235165
7.0,271.84,0.0,0.0,1.0,2017,3,18,10,0,0,4262,3039.6788233148473
7.0,264.38,0.0,0.0,1.0,2013,12,19,12,0,0,5139,3027.4504047707305
7.0,276.14,0.0,0.0,1.0,2018,2,18,13,0,0,4388,3399.272601316956
7.0,281.28,0.0,0.0,0.0,2013,5,7,8,0,0,6501,3024.1167788471175
7.0,287.41,0.25,0.0,4.0,2018,8,29,0,0,0,623,2143.835067835971
7.0,277.44,0.0,0.0,4.0,2016,4,6,12,0,0,5211,3280.1081059802236
7.0,285.73,0.0,0.0,10.0,2012,10,24,6,0,0,5593,2659.3083377255025
7.0,258.15,0.0,0.0,1.0,2017,1,12,3,0,0,339,2195.374597047623
7.0,265.8,0.0,0.0,1.0,2014,3,23,22,0,0,1482,4152.041349382405
7.0,292.15,0.0,0.0,0.0,2017,7,11,8,0,0,5788,3099.2193032609975
7.0,269.58,0.0,0.0,0.0,2017,11,26,4,0,0,454,2299.5664872765738
7.0,268.85,0.0,0.0,8.0,2013,3,5,7,0,0,3865,2660.212892510659
7.0,267.52,0.0,0.0,1.0,2014,3,9,6,0,0,815,2631.373112174577
7.0,293.54,0.0,0.0,0.0,2016,9,30,14,0,0,4980,3664.710373981601
7.0,295.88,0.0,0.0,1.0,2015,7,10,23,0,0,1818,4626.355312979442
7.0,277.44,0.0,0.0,0.0,2017,11,29,20,0,0,2859,3971.5820762160183
7.0,267.76,0.0,0.0,0.0,2018,4,4,12,0,0,4749,3176.497416823364
7.0,276.95,0.0,0.0,3.0,2017,11,13,21,0,0,2048,4033.8544598124245
7.0,273.39,0.0,0.0,1.0,2013,2,27,21,0,0,2642,4189.2317190042995
7.0,283.15,0.0,0.0,1.0,2015,11,1,21,0,0,1733,4190.314517943243
7.0,265.41,0.0,0.0,1.0,2017,2,4,6,0,0,1054,2586.1981142624572
7.0,297.62,0.0,0.0,0.0,2018,7,14,22,0,0,3074,4529.417708398651
7.0,291.21,0.0,0.0,4.0,2017,5,17,1,0,0,440,2369.3284406757593
7.0,289.78,0.0,0.0,4.0,2013,5,21,7,0,0,6588,2976.8466221678027
7.0,288.22,0.25,0.0,4.0,2014,6,6,4,0,0,811,2649.0973727481723
7.0,258.4,0.0,0.0,1.0,2013,2,3,21,0,0,1566,3994.998165696881
7.0,290.62,0.0,0.0,1.0,2017,5,28,11,0,0,4009,3369.1245377682717
7.0,291.628,0.0,0.0,1.0,2016,10,15,2,0,0,547,2451.1250335829754
7.0,255.51,0.0,0.0,0.0,2014,2,3,6,0,0,5311,2493.0309491121916
7.0,294.24,0.25,0.0,4.0,2014,6,6,9,0,0,5101,3224.643910477658
7.0,271.74,0.25,0.0,4.0,2014,4,5,9,0,0,3813,2929.0594473518795
7.0,258.59,0.0,0.0,1.0,2013,2,3,13,0,0,4072,3217.641321639905
7.0,288.87,0.0,0.0,0.0,2016,9,4,7,0,0,2228,2940.7211903102107
7.0,295.91,0.0,0.0,10.0,2013,8,25,9,0,0,3341,3119.861037000159
7.0,286.49,0.0,0.0,1.0,2016,5,9,8,0,0,5932,3047.721100381943
7.0,291.84,0.0,0.0,10.0,2018,5,25,6,0,0,5111,2756.7564240659194
7.0,278.92,0.0,0.0,1.0,2013,4,17,19,0,0,3209,4053.185573121267
7.0,273.9,0.0,0.0,1.0,2016,4,5,8,0,0,6246,2883.9653784281363
7.0,294.58,0.0,0.0,0.0,2015,9,20,14,0,0,4070,3702.100831616088
7.0,273.95,0.0,0.0,5.0,2016,12,24,10,0,0,3001,2872.0128411832848
7.0,285.42,0.0,0.0,0.0,2017,10,20,7,0,0,5827,2845.8421557448783
7.0,297.28,0.0,0.0,0.0,2017,9,14,23,0,0,1263,4601.678931920735
7.0,288.71,0.0,0.0,10.0,2017,5,28,21,0,0,2736,4182.532697900064
7.0,278.83,0.0,0.0,4.0,2012,11,7,14,0,0,5367,3429.3435486667586
7.0,266.66,0.0,0.0,1.0,2013,2,26,0,0,0,495,2044.0778287053436
7.0,294.09,0.25,0.0,3.0,2014,5,20,14,0,0,5523,3726.5164066404977
7.0,291.09,0.0,0.0,1.0,2017,4,24,22,0,0,1559,4468.882617939569
7.0,275.28,0.0,0.0,5.0,2013,3,10,12,0,0,4072,3281.2005391941093
7.0,276.07,0.0,0.0,0.0,2018,1,19,22,0,0,2819,4305.812907240168
7.0,273.65,0.0,0.0,3.0,2013,2,26,17,0,0,6543,3774.2531583307355
7.0,276.16,0.0,0.0,0.0,2013,3,15,19,0,0,3358,4045.8700271312955
7.0,286.94,0.0,0.0,0.0,2016,5,18,9,0,0,5139,3157.3859516885386
7.0,270.74,0.0,0.0,1.0,2014,4,4,3,0,0,355,2374.965158156345
7.0,270.999,0.0,0.0,1.0,2017,1,25,4,0,0,1049,2467.206614681487
7.0,285.927,0.0,0.0,1.0,2016,10,12,0,0,0,446,2175.889352514656
7.0,290.53,0.0,0.0,1.0,2018,5,13,13,0,0,4184,3566.479986288523
7.0,290.57,1.52,0.0,4.0,2018,8,28,2,0,0,234,2386.239608701515
7.0,276.15,0.0,0.0,1.0,2013,10,22,11,0,0,4862,3130.9644739487776
7.0,302.0,0.0,0.0,1.0,2016,8,2,13,0,0,4600,3720.943455079745
7.0,271.94,0.0,0.0,5.0,2018,4,11,5,0,0,2843,2473.364844440788
7.0,304.34,0.0,0.0,1.0,2017,7,5,16,0,0,6052,4048.7982373115374
7.0,258.84,0.0,0.0,5.0,2013,12,23,0,0,0,555,1712.6793792768622
7.0,290.79,0.0,0.0,5.0,2017,10,2,23,0,0,867,4428.811711280341
7.0,292.51,0.0,0.0,4.0,2015,9,24,14,0,0,5317,3608.232578748597
7.0,299.56,0.0,0.0,1.0,2017,5,14,20,0,0,4338,4391.869801549819
7.0,292.535,0.0,0.0,1.0,2016,10,15,19,0,0,3436,4122.160813009239
7.0,274.62,0.0,0.0,1.0,2017,1,22,0,0,0,1117,2133.149349606556
7.0,294.43,0.0,0.0,0.0,2018,7,21,10,0,0,4045,3305.3734702962793
7.0,293.0,0.0,0.0,0.0,2014,7,17,22,0,0,2401,4506.257512920278
7.0,302.26,0.0,0.0,1.0,2013,6,26,18,0,0,4663,4255.261316338081
7.0,274.15,0.0,0.0,2.0,2016,11,23,9,0,0,4056,2839.1428362300685
7.0,272.55,0.0,0.0,1.0,2016,2,16,17,0,0,6009,3762.672272369491
7.0,252.84,0.0,0.0,3.0,2013,1,2,9,0,0,4417,2730.920009623107
7.0,291.35,0.0,0.0,5.0,2018,7,20,6,0,0,5266,2796.974798096049
7.0,276.66,0.0,0.0,5.0,2017,4,21,1,0,0,444,2153.7952739127722
7.0,287.48,0.25,0.0,4.0,2014,5,12,5,0,0,2740,2745.676192333154
7.0,255.78,0.0,0.0,1.0,2014,2,25,1,0,0,293,1971.7891821726807
7.0,283.22,0.0,0.0,0.0,2017,4,23,4,0,0,353,2614.493301293729
7.0,299.97,0.0,0.0,0.0,2013,5,17,14,0,0,5570,3871.9795772534853
7.0,267.92,0.0,0.0,5.0,2018,4,15,2,0,0,198,2117.9422663929327
7.0,287.55,0.0,0.0,0.0,2017,6,5,6,0,0,5946,2859.2455194006434
7.0,272.24,0.0,0.0,1.0,2013,12,28,21,0,0,2484,4010.6500053448362
7.0,268.74,0.0,0.0,0.0,2015,12,19,19,0,0,3577,3764.923551677064
7.0,266.43,0.0,0.0,1.0,2017,12,7,20,0,0,2995,3802.4905290796414
7.0,282.61,0.0,0.0,0.0,2018,5,5,7,0,0,2248,2888.7925052969767
7.0,296.39,0.0,0.0,4.0,2014,7,9,13,0,0,5286,3626.91930086942
7.0,292.07,0.0,0.0,0.0,2015,9,16,6,0,0,5905,2889.425005065379
7.0,286.15,0.0,0.0,1.0,2016,11,17,14,0,0,5041,3523.139956477444
7.0,293.55,0.0,0.0,1.0,2017,9,20,10,0,0,4632,3258.388736684439
7.0,280.82,0.0,0.0,0.0,2016,11,12,22,0,0,2687,4245.430327171078
7.0,275.35,0.0,0.0,8.0,2016,2,7,16,0,0,4466,3611.2628944013886
7.0,271.95,0.0,0.0,1.0,2017,1,16,19,0,0,2332,3953.151335588631
7.0,281.13,0.0,0.0,5.0,2012,10,20,6,0,0,1313,2670.5877083073683
7.0,273.92,0.0,0.0,2.0,2013,5,5,2,0,0,717,2303.7958821784014
7.0,294.72,0.0,0.0,1.0,2016,8,21,14,0,0,4243,3692.4539622591074
7.0,274.48,0.0,0.0,5.0,2017,1,23,0,0,0,529,2070.5817369311517
7.0,271.98,0.0,0.0,5.0,2013,2,10,19,0,0,1539,3931.6723674628556
7.0,294.0,0.0,0.0,5.0,2016,8,3,5,0,0,2875,2763.3935848575384
7.0,278.95,0.0,0.0,0.0,2016,2,19,19,0,0,3757,4062.9938130163464
7.0,294.76,0.25,0.0,4.0,2018,8,31,0,0,0,764,2249.1656747274246
7.0,272.48,0.0,0.0,8.0,2016,2,16,4,0,0,869,2389.8279393602243
7.0,292.55,0.0,0.0,5.0,2017,6,13,1,0,0,423,2362.0946852826746
7.0,262.65,0.0,0.0,5.0,2016,12,10,23,0,0,2455,3989.0807562165937
7.0,294.7,0.0,0.0,1.0,2015,7,30,22,0,0,2385,4490.931592164459
7.0,292.21,0.0,0.0,4.0,2018,8,1,6,0,0,5431,2827.970525962035
7.0,272.02,0.0,0.0,0.0,2017,3,19,2,0,0,834,2276.014780451158
7.0,260.22,0.0,0.0,1.0,2013,2,21,12,0,0,5044,3125.3434164249775
7.0,290.62,0.0,0.0,4.0,2016,9,22,11,0,0,4452,3278.2711940171357
7.0,274.95,0.0,0.0,5.0,2018,1,10,9,0,0,5145,2956.6697721842393
7.0,283.26,0.0,0.0,1.0,2017,5,2,12,0,0,4693,3385.962566635284
7.0,269.84,0.0,0.0,1.0,2012,11,29,1,0,0,358,2052.151628953816
7.0,291.14,1.78,0.0,4.0,2015,9,24,6,0,0,5377,2808.3118845869867
7.0,270.22,0.0,0.0,0.0,2017,3,14,14,0,0,5093,3425.079364269277
7.0,291.54,0.0,0.0,4.0,2018,5,8,14,0,0,5196,3639.30434504366
7.0,275.36,0.0,0.0,0.0,2016,5,2,6,0,0,5639,2712.1628656601533
7.0,271.75,0.0,0.0,1.0,2016,11,19,14,0,0,4077,3310.662769157254
7.0,273.08,0.0,0.0,1.0,2015,11,30,0,0,0,448,1965.3593933379743
7.0,274.22,0.0,0.0,1.0,2018,3,10,13,0,0,4990,3363.409400575918
7.0,296.59,0.25,0.0,4.0,2018,9,3,14,0,0,4446,3653.994937087602
7.0,261.62,0.0,0.0,1.0,2012,12,22,19,0,0,3132,3678.4999680172405
7.0,289.5,0.0,0.0,5.0,2016,7,9,2,0,0,678,2414.965290612381
7.0,263.87,0.0,0.0,8.0,2012,12,30,15,0,0,3717,3208.938827023492
7.0,266.46,0.0,0.0,0.0,2017,3,22,5,0,0,2666,2484.223026313728
7.0,276.8,0.0,0.0,0.0,2017,4,29,4,0,0,374,2514.485678234516
7.0,293.75,0.0,0.0,1.0,2016,11,6,15,0,0,3912,3743.072477052894
7.0,275.82,0.0,0.0,0.0,2017,4,29,5,0,0,776,2597.6826996857817
7.0,295.28,0.0,0.0,5.0,2018,7,13,8,0,0,5288,3056.665437062442
7.0,294.91,0.0,0.0,0.0,2016,8,29,1,0,0,381,2434.1200686826705
7.0,287.62,0.0,0.0,4.0,2016,4,24,4,0,0,390,2630.1250815130006
7.0,271.75,0.0,0.0,8.0,2016,11,27,8,0,0,1808,2613.191685783684
7.0,256.29,0.0,0.0,1.0,2014,1,15,7,0,0,6193,2590.7480807350257
7.0,277.46,0.0,0.0,1.0,2016,5,14,11,0,0,4069,3203.159707923558
7.0,278.976,0.0,0.0,4.0,2016,10,26,8,0,0,5120,2795.373368862787
7.0,274.44,0.0,0.0,8.0,2017,11,1,15,0,0,5328,3350.1170733377476
7.0,286.399,0.0,0.0,0.0,2016,11,1,2,0,0,252,2387.982916489389
7.0,261.12,0.0,0.0,0.0,2012,11,27,9,0,0,5215,2721.8080546485035
7.0,275.22,0.0,0.0,2.0,2017,1,20,10,0,0,4423,3104.277166403721
7.0,305.09,0.0,0.0,1.0,2018,5,26,20,0,0,2855,4448.412705772997
7.0,274.62,0.0,0.0,1.0,2016,12,21,10,0,0,4859,2944.3912455137943
7.0,277.4,0.0,0.0,0.0,2013,5,11,4,0,0,329,2573.223223157751
7.0,275.15,0.0,0.0,4.0,2016,11,30,2,0,0,274,2134.1610963736966
7.0,282.86,0.0,0.0,1.0,2016,3,14,10,0,0,4196,3216.696040652012
7.0,270.15,0.0,0.0,5.0,2017,12,18,5,0,0,2852,2323.2425635048676
7.0,291.08,0.0,0.0,5.0,2018,8,19,7,0,0,1277,2875.5050069577446
7.0,275.2,0.0,0.0,4.0,2013,5,2,13,0,0,5161,3368.53747603581
7.0,295.07,0.0,0.0,0.0,2015,7,1,16,0,0,6210,3956.0747219067744
7.0,265.22,0.0,0.0,8.0,2017,1,9,4,0,0,949,2295.19157440685
7.0,277.46,0.0,0.0,1.0,2017,11,19,16,0,0,4555,3577.268139501859
7.0,262.21,0.0,0.0,8.0,2016,2,8,22,0,0,1638,4003.3297182924325
7.0,263.82,0.0,0.0,1.0,2013,12,12,17,0,0,5814,3514.0837365493935
7.0,271.43,0.0,0.0,0.0,2017,11,7,11,0,0,4701,3028.8467164912436
7.0,266.08,0.0,0.0,1.0,2017,3,12,11,0,0,3935,3059.2307186220787
7.0,290.45,0.0,0.0,1.0,2014,5,6,14,0,0,5280,3717.506787520273
7.0,291.806,0.0,0.0,1.0,2016,7,14,4,0,0,834,2698.0159207290744
7.0,273.36,0.0,0.0,1.0,2014,1,13,2,0,0,210,2354.6557294843224
7.0,276.71,5.58,0.0,4.0,2014,4,27,11,0,0,2954,3174.6726454778327
7.0,262.01,0.0,0.0,1.0,2014,2,24,16,0,0,5983,3526.6038339017978
7.0,250.43,0.0,0.0,0.0,2017,12,26,6,0,0,3029,2198.70830102991
7.0,292.56,2.54,0.0,4.0,2016,8,30,3,0,0,356,2534.6226512107023
7.0,289.76,0.0,0.0,0.0,2014,5,17,12,0,0,5295,3515.897706061576
7.0,284.0,0.0,0.0,5.0,2017,12,4,9,0,0,5173,2930.1488385561643
7.0,274.5,0.0,0.0,1.0,2012,10,26,12,0,0,5943,3212.1001166636634
7.0,266.48,0.0,0.0,8.0,2018,2,20,3,0,0,342,2176.7840030488915
7.0,276.28,0.0,0.0,0.0,2016,4,9,23,0,0,2071,4392.230297791666
7.0,299.84,0.0,0.0,0.0,2017,6,21,17,0,0,6673,4094.9761168326877
7.0,276.65,0.0,0.0,1.0,2018,3,23,13,0,0,5369,3385.483888886396
7.0,296.74,0.0,0.0,1.0,2014,7,8,17,0,0,6653,4067.7497760126353
7.0,260.12,0.0,0.0,0.0,2013,11,23,20,0,0,2594,3772.150646602502
7.0,279.24,0.0,0.0,0.0,2012,11,16,21,0,0,2804,4168.1402717261735
7.0,298.97,0.0,0.0,0.0,2015,7,24,11,0,0,5104,3501.712899651604
7.0,297.72,0.0,0.0,1.0,2014,7,11,21,0,0,3047,4469.036174934365
7.0,274.35,0.0,0.0,8.0,2013,1,13,1,0,0,681,2179.3611863744445
7.0,257.86,0.0,0.0,8.0,2013,12,10,2,0,0,257,1862.208827442424
7.0,302.59,0.0,0.0,0.0,2013,6,28,16,0,0,6277,4077.8556185182097
7.0,288.68,0.0,0.0,0.0,2018,6,7,4,0,0,977,2666.795547003847
7.0,287.49,0.0,0.0,5.0,2017,7,3,3,0,0,428,2477.4500511405604
7.0,260.01,0.0,0.0,1.0,2017,3,11,6,0,0,1143,2483.9868431488103
7.0,273.5,0.0,0.0,0.0,2013,2,13,16,0,0,6759,3732.5935807764836
7.0,258.78,0.25,0.0,8.0,2014,1,26,1,0,0,600,1926.5931389474426
7.0,301.62,0.0,0.0,0.0,2017,6,4,20,0,0,3420,4431.100458565474
7.0,294.42,0.0,0.0,0.0,2015,7,10,9,0,0,4598,3254.661264686856
7.0,293.74,0.0,0.0,0.0,2014,7,7,1,0,0,544,2479.553455578094
7.0,297.8,0.0,0.0,0.0,2018,5,26,22,0,0,3036,4551.797748883859
7.0,255.72,0.0,0.0,5.0,2012,12,31,4,0,0,483,2060.752490132134
